2014-01-01 00:00:00,-0.901576,0.471122,-0.175480,0.649481,-0.186993
2014-01-01 01:00:00,-0.327907,1.854029,0.464569,-0.481791,-0.272966
2014-01-01 02:00:00,0.294922,-1.936560,0.540247,0.329756,-0.506632
2014-01-01 03:00:00,0.704451,-0.591626,0.536691,-1.288465,0.284569
2014-01-01 04:00:00,-0.581778,-0.738142,0.688099,-0.266887,-0.267875
2014-01-01 05:00:00,-2.042873,-1.154946,0.224573,1.646209,-0.447780
2014-01-01 06:00:00,0.229894,-2.222553,-0.533836,0.084722,0.052158
2014-01-01 07:00:00,0.405288,0.502194,0.421116,0.214115,0.679492
2014-01-01 08:00:00,-0.131161,1.511567,0.558107,-0.971445,-0.189069
2014-01-01 09:00:00,0.180186,0.289534,-1.541364,-0.403176,1.116017
2014-01-01 10:00:00,0.488984,0.588565,0.419295,-0.076105,-0.139808
2014-01-01 11:00:00,-1.101733,-0.384867,-0.336421,0.805334,0.207143
2014-01-01 12:00:00,-0.647981,-0.611934,0.655447,0.366714,1.021562
2014-01-01 13:00:00,-1.623613,-0.813331,1.559256,0.018079,0.890918
2014-01-01 14:00:00,-1.178621,-0.286337,-0.240092,2.293706,-0.586739
2014-01-01 15:00:00,0.519739,0.157817,-0.236017,-0.605234,-0.668398
2014-01-01 16:00:00,-0.213511,-1.849066,-0.088382,-0.031857,-0.564257
2014-01-01 17:00:00,0.230542,0.219717,1.705847,0.304467,-0.683607
2014-01-01 18:00:00,1.340298,-1.007833,-1.457411,-1.138711,1.001380
2014-01-01 19:00:00,0.076396,-0.858673,0.363988,-1.052817,-0.002514
2014-01-01 20:00:00,-0.403053,-0.079779,-0.771959,0.138689,-0.450320
2014-01-01 21:00:00,0.535408,0.498919,-1.001489,-0.172354,-1.489928
2014-01-01 22:00:00,-0.645808,-1.070755,0.569358,1.228652,-0.492962
2014-01-01 23:00:00,1.507237,0.315157,1.493964,-0.644824,0.620480
2014-01-02 00:00:00,-0.391150,1.577140,1.317282,1.498867,-0.157995
2014-01-02 01:00:00,0.922413,1.087360,0.776155,-0.580747,-3.048918
2014-01-02 02:00:00,1.638287,1.749226,-0.789075,-0.244497,0.968734
2014-01-02 03:00:00,-0.340666,0.008378,1.390036,-0.443217,1.200358
2014-01-02 04:00:00,0.516959,-0.210540,1.920666,0.766187,0.097919
2014-01-02 05:00:00,-0.194943,-1.386793,-2.814817,-0.048577,0.746517
